cu_number,cycle_date,join_number,rssd,cu_type,cu_name,city,state,cdfi
19678,12/31/17 00:00,10410,912783,1,MIAMI UNIVERSITY COMMUNITY,Oxford,OH,
9147,12/31/17 00:00,4321,116189,1,MICHAEL BAKER INTERNATIONAL,MOON TOWNSHIP,PA,
61631,12/31/17 00:00,15953,988797,2,MICHIGAN COASTAL,Muskegon,MI,
5554,12/31/17 00:00,2413,559674,1,MICHIGAN COLUMBUS,LIVONIA,MI,
60931,12/31/17 00:00,15317,267090,2,MICHIGAN EDUCATIONAL,PLYMOUTH,MI,
60522,12/31/17 00:00,14956,549992,2,MICHIGAN FIRST,LATHRUP VILLAGE,MI,
62642,12/31/17 00:00,16900,795995,2,MICHIGAN LEGACY,PONTIAC,MI,
62169,12/31/17 00:00,16458,201393,2,MICHIGAN ONE COMMUNITY,IONIA,MI,
62049,12/31/17 00:00,16347,763695,2,MICHIGAN SCHOOLS AND GOVERNMENT,CLINTON TOWNSHI,MI,
23279,12/31/17 00:00,13408,601489,1,MICHIGAN STATE UNIVERSITY,East Lansing,MI,
8212,12/31/17 00:00,3842,517384,1,MICHIGAN TECH EMPLOYEES,HOUGHTON,MI,
60259,12/31/17 00:00,14723,571890,2,MICO EMPLOYEES,NORTH MANKATO,MN,
65378,12/31/17 00:00,19606,621991,2,MID AMERICAN,Wichita,KS,
60735,12/31/17 00:00,15147,530196,2,MID CAROLINA,LUGOFF,SC,
24884,12/31/17 00:00,17117,764898,1,MID DELTA,INDIANOLA,MS,
68590,12/31/17 00:00,26420,3921076,2,MID EAST TENNESSEE COMMUNITY,DECATUR,TN,
67812,12/31/17 00:00,22395,96599,2,MID PLAINS,Glasco,KS,
18716,12/31/17 00:00,9859,767787,1,MID-ATLANTIC,GERMANTOWN,MD,
95073,12/31/17 00:00,23096,195090,3,MID-CITIES,COMPTON,CA,
15766,12/31/17 00:00,8202,480581,1,MID-HUDSON VALLEY,KINGSTON,NY,
63541,12/31/17 00:00,17778,31992,2,MID-ILLINI,BLOOMINGTON,IL,
23811,12/31/17 00:00,13940,854593,1,MID-ISLAND,Christiansted,VI,
60906,12/31/17 00:00,15296,357393,2,MID-KANSAS,Moundridge,KS,
6739,12/31/17 00:00,3041,999588,1,MID-STATE,CARTERET,NJ,
24454,12/31/17 00:00,16866,725693,1,MID-TEX,BROWNWOOD,TX,
10898,12/31/17 00:00,5333,870089,1,MIDCOAST,FREEPORT,ME,
19700,12/31/17 00:00,10423,370888,1,MIDDLE TENNESSEE,COOKEVILLE,TN,
18628,12/31/17 00:00,9819,968986,1,MIDDLESEX COUNTY N J EMP,New Brunswick,NJ,
19446,12/31/17 00:00,10266,876184,1,MIDDLESEX-ESSEX POSTAL EMPLOYEES,NORTH READING,MA,
62877,12/31/17 00:00,17129,699299,2,MIDDLETOWN AREA SCHOOLS,MIDDLETOWN,OH,
68600,12/31/17 00:00,13208,101381,2,MIDFLORIDA,Lakeland,FL,
61918,12/31/17 00:00,16220,816591,2,MIDLAND,URBANDALE,IA,
60958,12/31/17 00:00,15341,329998,2,MIDLAND CO-OP,Minneapolis,MN,
67475,12/31/17 00:00,22922,1223543,2,MIDLAND MUNICIPAL EMPLOYEES,Midland,TX,
1410,12/31/17 00:00,696,380373,1,MIDSOUTH COMMUNITY,MACON,GA,
96755,12/31/17 00:00,25309,967699,3,MIDUSA,Middletown,OH,
6488,12/31/17 00:00,2896,24181,1,MIDVALLEY,Murray,UT,
14408,12/31/17 00:00,7404,134781,1,MIDWAY,BERRYVILLE,VA,
63835,12/31/17 00:00,18063,833196,2,MIDWEST,Florissant,MO,
1427,12/31/17 00:00,702,381978,1,MIDWEST AMERICA,Fort Wayne,IN,
13959,12/31/17 00:00,7134,284480,1,MIDWEST CARPENTERS & MILLWRIGHTS,Hobart,IN,
9522,12/31/17 00:00,4549,977380,1,MIDWEST COMMUNITY,Defiance,OH,
63494,12/31/17 00:00,17731,399898,2,MIDWEST COMMUNITY,Sioux City,IA,
15007,12/31/17 00:00,7752,866783,1,MIDWEST FAMILY,PORTAGE,IN,
68684,12/31/17 00:00,50,882578,2,MIDWEST MEMBERS,WOOD RIVER,IL,
61847,12/31/17 00:00,16155,720698,2,MIDWEST OPERATING ENGINEERS,Countryside,IL,
60037,12/31/17 00:00,14519,422693,2,MIDWEST REGIONAL,Kansas City,KS,
67549,12/31/17 00:00,22757,827391,2,MIDWESTERN STATE UNIVERSITY,WICHITA FALLS,TX,
24197,12/31/17 00:00,14324,226891,1,MIL-WAY,TEXARKANA,AR,
1739,12/31/17 00:00,845,257475,1,MILE HIGH,BUTTE,MT,
8003,12/31/17 00:00,3733,456782,1,MILES CITY,MILES CITY,MT,
19170,12/31/17 00:00,10090,157687,1,MILFORD MEMORIAL,MILFORD,DE,
68654,12/31/17 00:00,18416,569598,2,MILL CITY CREDIT UNION,Minnetonka,MN,
68222,12/31/17 00:00,22277,654298,2,MILL TOWN,EVERETT,WA,
60494,12/31/17 00:00,14930,455495,2,MILLARD COUNTY,FILLMORE,UT,
24543,12/31/17 00:00,20590,269393,1,MILLBURY,Millbury,MA,
60344,12/31/17 00:00,14797,71792,2,MILLEDGEVILLE COMMUNITY,Milledgeville,IL,
16568,12/31/17 00:00,8682,703888,1,MILLER TRANSPORTERS,JACKSON,MS,
12666,12/31/17 00:00,6344,211981,1,MILLS42,LOWELL,MA,
96756,12/31/17 00:00,25310,782696,3,MILLSTREAM AREA,Findlay,OH,
20622,12/31/17 00:00,11041,728180,1,MINERVA AREA,MINERVA,OH,
22678,12/31/17 00:00,12810,1876426,1,MINGO COUNTY EDUCATION,Williamson,WV,
82527,12/31/17 00:00,21584,932697,3,MINI-CASSIA EMPL.,BURLEY,ID,
63639,12/31/17 00:00,17872,877097,2,MINNCO,CAMBRIDGE,MN,
68240,12/31/17 00:00,928,196873,2,MINNEQUA WORKS,Pueblo,CO,
63977,12/31/17 00:00,18205,55091,2,MINNESOTA CATHOLIC,Little Canada,MN,
64325,12/31/17 00:00,18553,525697,2,MINNESOTA ORE OPERATIONS EMPLOYEES,HIBBING,MN,
60377,12/31/17 00:00,14824,89292,2,MINNESOTA POWER EMPLOYEES,DULUTH,MN,
19440,12/31/17 00:00,10261,350488,1,MINNESOTA VALLEY,MANKATO,MN,
8943,12/31/17 00:00,4210,147286,1,MINOT AREA SCHOOLS,Minot,ND,
1827,12/31/17 00:00,876,272076,1,MINT VALLEY,LONGVIEW,WA,
14260,12/31/17 00:00,7316,470788,1,MINUTEMAN,RAPID CITY,SD,
14384,12/31/17 00:00,7387,133186,1,MISSION,SAN DIEGO,CA,
13131,12/31/17 00:00,6623,694986,1,MISSION CITY,SANTA CLARA,CA,
24585,12/31/17 00:00,17913,699990,1,MISSISSIPPI,JACKSON,MS,
24273,12/31/17 00:00,14400,183891,1,MISSISSIPPI CENTRAL,Morton,MS,
24895,12/31/17 00:00,17250,88697,1,MISSISSIPPI COLLEGE EMPLOYEES,CLINTON,MS,
8052,12/31/17 00:00,3761,581385,1,MISSISSIPPI DHS,JACKSON,MS,
24891,12/31/17 00:00,18102,657093,1,MISSISSIPPI FARM BUREAU EMPLOYEES,JACKSON,MS,
16327,12/31/17 00:00,8539,932482,1,MISSISSIPPI HIGHWAY SAFTY PAT,Jackson,MS,
14805,12/31/17 00:00,7648,982786,1,MISSISSIPPI NATIONAL GUARD,JACKSON,MS,
63442,12/31/17 00:00,17680,453697,2,MISSISSIPPI PUBLIC EMPLOYEES,Jackson,MS,
65656,12/31/17 00:00,19880,292485,2,MISSOURI,Columbia,MO,
64718,12/31/17 00:00,18946,986195,2,MISSOURI BAPTIST,Jefferson City,MO,
64036,12/31/17 00:00,18264,243496,2,MISSOURI CENTRAL,Lees Summit,MO,
67739,12/31/17 00:00,23058,281498,2,MISSOURI ELECTRIC COOPERATIVES EMPL,Jefferson City,MO,
22216,12/31/17 00:00,12360,786881,1,MISSOURI VALLEY,Saint Peters,MO,
18948,12/31/17 00:00,9967,250681,1,MNCPPC,College Park,MD,
61286,12/31/17 00:00,15640,379890,2,MOBILE EDUCATORS,MOBILE,AL,
61339,12/31/17 00:00,15689,44095,2,MOBILE GOVERNMENT EMP.,MOBILE,AL,
62471,12/31/17 00:00,16737,605898,2,MOBILE POSTAL,Mobile,AL,
68606,12/31/17 00:00,8824,370187,2,MOBILITY CREDIT UNION,Irving,TX,
491,12/31/17 00:00,261,598570,1,MOBILOIL,BEAUMONT,TX,
12805,12/31/17 00:00,6421,169381,1,MOCSE,MODESTO,CA,
8940,12/31/17 00:00,4209,396682,1,MODERN EMPLOYEES,OWENSBORO,KY,
4022,12/31/17 00:00,1801,264679,1,MODESTO'S FIRST,MODESTO,CA,
15230,12/31/17 00:00,7885,36689,1,MOFFAT COUNTY SCHOOLS,CRAIG,CO,
12000,12/31/17 00:00,5956,66985,1,MOHAVE COMMUNITY,KINGMAN,AZ,
907,12/31/17 00:00,454,609270,1,MOHAWK PROGRESSIVE,Schenectady,NY,
20823,12/31/17 00:00,11174,744386,1,MOHAWK VALLEY,MARCY,NY,
11900,12/31/17 00:00,5896,707082,1,MOJAVE PLANT EMPLOYEES,MOJAVE,CA,
13265,12/31/17 00:00,6697,810982,1,MOKELUMNE,LODI,CA,
23109,12/31/17 00:00,13238,105585,1,MOLEX EMPLOYEES,LISLE,IL,
60186,12/31/17 00:00,14658,440996,2,MOLINE MUNICIPAL,MOLINE,IL,
1911,12/31/17 00:00,912,7979,1,MON VALLEY COMMUNITY,ALLENPORT,PA,
10332,12/31/17 00:00,5017,880284,1,MONAD,Pasco,WA,
1489,12/31/17 00:00,730,388771,1,MONARCH,MIAMISBURG,OH,
22566,12/31/17 00:00,12699,308180,1,MONEY,syracuse,NY,
7264,12/31/17 00:00,3321,196387,1,MONEY ONE,LARGO,MD,
9035,12/31/17 00:00,4257,368885,1,MONMOUTH,MONMOUTH,ME,
61872,12/31/17 00:00,16178,844697,2,MONMOUTH COUNTY POSTAL EMPLOYEES,Red Bank,NJ,
61748,12/31/17 00:00,16061,38094,2,MONROE COUNTY COMMUNITY,Monroe,MI,
7039,12/31/17 00:00,3193,256487,1,MONROE COUNTY TEACHERS,Key West,FL,
12709,12/31/17 00:00,6368,388883,1,MONROE EDUCATION EMPLOYEES,MONROEVILLE,AL,
1725,12/31/17 00:00,838,129170,1,MONROE TELCO,Monroe,LA,
21619,12/31/17 00:00,11816,4585,1,MONROEVILLE BORO,Monroeville,PA,
9900,12/31/17 00:00,4762,923686,1,MONROVIA CITY EMPLOYEES,MONROVIA,CA,
4164,12/31/17 00:00,1858,341477,1,MONTANA,Great Falls,MT,
68190,12/31/17 00:00,26240,2381002,2,MONTANA EDUCATORS',Missoula,MT,
16273,12/31/17 00:00,8506,778185,1,MONTANA HEALTH,Billings,MT,
61999,12/31/17 00:00,16298,738899,2,MONTCALM PUBLIC EMPLOYEES,EDMORE,MI,
20228,12/31/17 00:00,10769,413888,1,MONTELL,SULPHUR,LA,
97071,12/31/17 00:00,10039,940188,3,MONTEREY,MONTEREY,CA,
18917,12/31/17 00:00,9950,240486,1,MONTGOMERY COUNTY EMPLOYEES,GERMANTOWN,MD,
5345,12/31/17 00:00,2293,965976,1,MONTGOMERY VA,MONTGOMERY,AL,
18144,12/31/17 00:00,9557,563989,1,MONTOURSVILLE AREA,MONTOURSVILLE,PA,
15669,12/31/17 00:00,8147,534680,1,MOOG EMPLOYEES,EAST AURORA,NY,
64883,12/31/17 00:00,19111,1013397,2,MOONLIGHT CREDIT UNION,Worthington,PA,
11458,12/31/17 00:00,5648,922380,1,MOORE COUNTY SCHOOLS,Dumas,TX,
23953,12/31/17 00:00,14081,107897,1,MOORE WEST,SAN LEANDRO,CA,
1129,12/31/17 00:00,563,222576,1,MOPAC EMPLOYEES,Palestine,TX,
23070,12/31/17 00:00,13199,33183,1,MOREHEAD COMMUNITY,Morehead,KY,
15009,12/31/17 00:00,7754,813189,1,MORGAN CITY,MORGAN CITY,LA,
10695,12/31/17 00:00,5217,893789,1,MORGANTOWN A E S,Morgantown,WV,
14610,12/31/17 00:00,7526,674586,1,MORNING STAR,Tulsa,OK,
20839,12/31/17 00:00,11183,798482,1,MORNING STAR BAPTIST,Clairton,PA,
1,12/31/17 00:00,2,50377,1,MORRIS SHEPPARD TEXARKANA,TEXARKANA,TX,
65199,12/31/17 00:00,19427,537597,2,MORRISON EMPLOYEES,DUBUQUE,IA,
9681,12/31/17 00:00,4639,952284,1,MORRISONS COVE 1ST,ROARING SPRING,PA,
21606,12/31/17 00:00,11805,154284,1,MORROW COUNTY,MOUNT GILEAD,OH,
24511,12/31/17 00:00,24283,179791,1,MORTON,taunton,MA,
65466,12/31/17 00:00,19694,50676,2,MORTON,SOUTH HUTCHINSO,KS,
15021,12/31/17 00:00,7762,752587,1,MORTON LANE,BUFFALO,NY,
61827,12/31/17 00:00,16136,715199,2,MORTON SALT,RITTMAN,OH,
17334,12/31/17 00:00,9115,494588,1,MORTON WEEKS,LYDIA,LA,
24281,12/31/17 00:00,14408,184393,1,MOSAIC,HARRISONBURG,VA,
53,12/31/17 00:00,33,65278,1,MOTION,LINDEN,NJ,
63289,12/31/17 00:00,17530,435394,2,MOTOR CITY CO-OP,CLINTON TOWNSHI,MI,
60185,12/31/17 00:00,14657,215493,2,MOTOR COACH EMP.,East Saint Loui,IL,
16525,12/31/17 00:00,8657,622886,1,MOUNT CARMEL BAPTIST,Philadelphia,PA,
24605,12/31/17 00:00,26314,2760072,1,MOUNT OLIVE BAPTIST CHURCH,Arlington,TX,
24640,12/31/17 00:00,26352,2964777,1,MOUNT PLEASANT BAPTIST CHURCH,ALEXANDRIA,VA,
63595,12/31/17 00:00,17829,902298,2,MOUNT VERNON BAPTIST CHURCH,Durham,NC,
132,12/31/17 00:00,69,888879,1,MOUNT VERNON NY POSTAL EMPLOYEES,Mount Vernon,NY,
68531,12/31/17 00:00,8070,585084,2,MOUNTAIN,Waynesville,NC,
24692,12/31/17 00:00,16757,611198,1,MOUNTAIN AMERICA,West Jordan,UT,
8197,12/31/17 00:00,3838,516882,1,MOUNTAIN EMPIRE,MARION,VA,
65858,12/31/17 00:00,20081,438890,2,MOUNTAIN GEM,NAMPA,ID,
12470,12/31/17 00:00,6234,197889,1,MOUNTAIN HERITAGE,PARKERSBURG,WV,
12062,12/31/17 00:00,5994,105080,1,MOUNTAIN LAKES COMMUNITY,PINEY FLATS,TN,
20053,12/31/17 00:00,10650,520188,1,MOUNTAIN LAUREL,Saint Marys,PA,
63704,12/31/17 00:00,17934,615299,2,MOUNTAIN RIVER,SALIDA,CO,
67776,12/31/17 00:00,23967,397997,2,MOUNTAIN STATES,JOHNSON CITY,TN,
68253,12/31/17 00:00,22235,719094,2,MOUNTAINCREST,Arlington,WA,
63258,12/31/17 00:00,17499,369293,2,MOWER COUNTY CATHOLIC PARISHES,AUSTIN,MN,
64518,12/31/17 00:00,18746,1012194,2,MOWER COUNTY EMPLOYEES,AUSTIN,MN,
23444,12/31/17 00:00,13573,887881,1,MSBA EMPLOYEES,ROCKVILLE CENTR,NY,
20595,12/31/17 00:00,11017,43089,1,MSD,LOUISVILLE,KY,
22978,12/31/17 00:00,13107,89386,1,MSU,MURRAY,KY,
9807,12/31/17 00:00,4707,916781,1,MT CARMEL CHURCH,HOUSTON,TX,
6506,12/31/17 00:00,2904,647085,1,MT GILEAD,WASHINGTON,DC,
1057,12/31/17 00:00,529,822471,1,MT LEBANON,Pittsburgh,PA,
17136,12/31/17 00:00,8991,239583,1,MT PLEASANT AREA SCHOOL EMP,MOUNT PLEASANT,PA,
13654,12/31/17 00:00,6932,67085,1,MT TAYLOR,MILAN,NM,
18562,12/31/17 00:00,9778,434089,1,MT ZION WOODLAWN,CINCINNATI,OH,
24219,12/31/17 00:00,14346,410391,1,MT. AIRY BAPTIST CHURCH,WASHINGTON,DC,
24246,12/31/17 00:00,14373,177890,1,MT. JEZREEL,Washington,DC,
18068,12/31/17 00:00,9522,679581,1,MT. RAINIER,PUYALLUP,WA,
67024,12/31/17 00:00,21245,1167517,2,MT. ZION,ZION,IL,
22520,12/31/17 00:00,12654,380289,1,MTC,GREENVILLE,SC,
67642,12/31/17 00:00,22701,658894,2,MTCU,Midland,TX,
62490,12/31/17 00:00,16755,612391,2,MUHLENBERG COMMUNITY HOSPITAL,Greenville,KY,
15108,12/31/17 00:00,7813,237888,1,MUNA,Meridian,MS,
339,12/31/17 00:00,182,581572,1,MUNCIE,MUNCIE,IN,
82785,12/31/17 00:00,21636,1227662,3,MUNCIE POST OFFICE,MUNCIE,IN,
61360,12/31/17 00:00,15709,941895,2,MUNI EMPLOYEES,OTTUMWA,IA,
60153,12/31/17 00:00,14627,210797,2,MUNICIPAL,New York,NY,
10011,12/31/17 00:00,4824,931784,1,MUNICIPAL EMPLOYEES,BOGALUSA,LA,
60693,12/31/17 00:00,15106,524896,2,MUNICIPAL EMPLOYEES,La Porte,IN,
65503,12/31/17 00:00,19731,759894,2,MUNICIPAL EMPS CU OF OKLAHOMA CITY,OKLAHOMA CITY,OK,
15738,12/31/17 00:00,8185,355988,1,MUNSEETOWN COMMUNITY,Muncie,IN,
17361,12/31/17 00:00,9131,496685,1,MUSICIANS,ARLINGTON,TX,
7509,12/31/17 00:00,3453,304285,1,MUSKEGON,MUSKEGON,MI,
5982,12/31/17 00:00,2631,413879,1,MUSKEGON CO OP,MUSKEGON,MI,
11146,12/31/17 00:00,5462,602280,1,MUSKEGON PATTERNMAKERS,MUSKEGON HTS,MI,
8141,12/31/17 00:00,3813,513180,1,MUSKEGON ST JOSEPH,MUSKEGON,MI,
946,12/31/17 00:00,475,1000977,1,MUSKOGEE,Muskogee,OK,
63584,12/31/17 00:00,17818,960298,2,MUTUAL,Vicksburg,MS,
24540,12/31/17 00:00,20076,798491,1,MUTUAL FIRST,Omaha,NE,
60501,12/31/17 00:00,14937,578291,2,MUTUAL SAVINGS,Birmingham,AL,
67388,12/31/17 00:00,21772,274490,2,MUTUAL SAVINGS,ATLANTA,GA,
68479,12/31/17 00:00,14030,603296,2,MUTUAL SECURITY,SHELTON,CT,
16770,12/31/17 00:00,8794,293389,1,MUW EMPLOYEES,Columbus,MS,
10837,12/31/17 00:00,5300,776181,1,MWD,LOS ANGELES,CA,
65843,12/31/17 00:00,20066,609597,2,MWRD EMPLOYEES,CHICAGO,IL,
68446,12/31/17 00:00,8030,336080,2,MY,REDWOOD CITY,CA,
68545,12/31/17 00:00,12279,904984,2,MY,Watauga,TX,
68682,12/31/17 00:00,3554,55288,2,MY COMMUNITY,Midland,TX,
21568,12/31/17 00:00,11771,143587,1,MY HEALTHCARE,GAINESVILLE,FL,
8442,12/31/17 00:00,3957,594189,1,MY PENSACOLA,PENSACOLA,FL,
62243,12/31/17 00:00,16523,805492,2,MY PERSONAL,Wyoming,MI,
10065,12/31/17 00:00,4857,690885,1,MYCOM,PITTSFIELD,MA,
16706,12/31/17 00:00,8758,836889,1,N A E,Chesapeake,VA,
3850,12/31/17 00:00,1733,308573,1,N C P D,Plainview,NY,
66988,12/31/17 00:00,21209,238997,2,N C S E CREDIT UNION INC.,Lovingston,VA,
17793,12/31/17 00:00,9388,589989,1,N G M EMPLOYEES,KEENE,NH,
5380,12/31/17 00:00,2313,971977,1,N R L,Alexandria,VA,
19216,12/31/17 00:00,10115,948586,1,N Y TEAM,HICKSVILLE,NY,
20463,12/31/17 00:00,10923,86488,1,N. J. LATVIAN,Freehold,NJ,
23900,12/31/17 00:00,14028,660990,1,N. MISSISSIPPI HEALTH SERVICES EMP.,Tupelo,MS,
67017,12/31/17 00:00,21238,943796,2,N.E.W.,OCONTO FALLS,WI,
9776,12/31/17 00:00,4689,29588,1,N.F.G. #2,WARREN,PA,
67990,12/31/17 00:00,23983,636098,2,N.G.H.,NASHVILLE,TN,
64351,12/31/17 00:00,18579,208495,2,N.G.P.L. EMPLOYEES,SAINT CHARLES,IA,
12963,12/31/17 00:00,6523,56780,1,N.H. COMMUNITY,CLAREMONT,NH,
24039,12/31/17 00:00,14167,627199,1,N.I.C.E.,Saint Charles,IL,
9723,12/31/17 00:00,4663,910882,1,N.J.T. EMPLOYEES,Waldwick,NJ,
62936,12/31/17 00:00,17185,248594,2,N.O. PORT COMMISSION EMPLOYEES,NEW ORLEANS,LA,
20060,12/31/17 00:00,10656,522285,1,N.U.L.,New York,NY,
63399,12/31/17 00:00,17637,509893,2,N.W. IOWA,Le Mars,IA,
21702,12/31/17 00:00,11886,82985,1,N.Y. B & FMC,Jersey City,NJ,
10994,12/31/17 00:00,5381,811587,1,NAFT,Pharr,TX,
62661,12/31/17 00:00,16919,646798,2,NAHEOLA,PENNINGTON,AL,
22686,12/31/17 00:00,12817,445786,1,NAPFE,Washington,DC,
60842,12/31/17 00:00,15242,258490,2,NAS JRB,New Orleans,LA,
6328,12/31/17 00:00,2831,910181,1,NASA,UPPER MARLBORO,MD,
11067,12/31/17 00:00,5418,635484,1,NASCOGA,Gainesville,TX,
60483,12/31/17 00:00,14920,454591,2,NASHVILLE FIREMEN'S,NASHVILLE,TN,
67922,12/31/17 00:00,23986,444592,2,NASHVILLE POST OFFICE,NASHVILLE,TN,
2760,12/31/17 00:00,1281,823674,1,NASSAU EDUCATORS,Westbury,NY,
1404,12/31/17 00:00,692,500573,1,NASSAU FINANCIAL,WESTBURY,NY,
24896,12/31/17 00:00,18049,644299,1,NATCHEZ EDUCATORS,NATCHEZ,MS,
16614,12/31/17 00:00,8710,894889,1,NATCO EMPLOYEES,WEST WARWICK,RI,
5713,12/31/17 00:00,2493,760573,1,NATIONAL EMPLOYEES,BLUEFIELD,WV,
23643,12/31/17 00:00,13772,949994,1,NATIONAL GEOGRAPHIC,WASHINGTON,DC,
3601,12/31/17 00:00,1631,377672,1,NATIONAL INSTITUTES OF HEALTH,ROCKVILLE,MD,
67005,12/31/17 00:00,21226,245397,2,NATIONAL J. A. C. L.,SALT LAKE CITY,UT,
67570,12/31/17 00:00,24531,988890,2,NATIONAL OILWELL VARCO EMPLOYEES,Houston,TX,
24090,12/31/17 00:00,14218,713494,1,NATRIUM EMPLOYEES,Proctor,WV,
2158,12/31/17 00:00,1022,37471,1,NATURAL RESOURCES CONSERVATION SERV,Fort Worth,TX,
24432,12/31/17 00:00,17980,895390,1,NATURAL STATE,SEARCY,AR,
67407,12/31/17 00:00,22812,881197,2,NAVARRO,Corsicana,TX,
68046,12/31/17 00:00,24197,109499,2,NAVEO,SOMERVILLE,MA,
62882,12/31/17 00:00,17134,951698,2,NAVIGANT,Smithfield,RI,
63637,12/31/17 00:00,17870,751692,2,NAVIGATOR CU,PASCAGOULA,MS,
68615,12/31/17 00:00,4816,930189,2,NAVY ARMY COMMUNITY,CORPUS CHRISTI,TX,
5536,12/31/17 00:00,2399,617677,1,NAVY FEDERAL CREDIT UNION,VIENNA,VA,
22351,12/31/17 00:00,12489,556682,1,NBC (N.Y.) EMPLOYEES,New York,NY,
67578,12/31/17 00:00,22991,613398,2,NCE,CORPUS CHRISTI,TX,
13458,12/31/17 00:00,6799,838687,1,NE PA COMMUNITY,Stroudsburg,PA,
67146,12/31/17 00:00,21367,340498,2,NEBO,Springville,UT,
24286,12/31/17 00:00,14413,807692,1,NEBRASKA ENERGY,COLUMBUS,NE,
24695,12/31/17 00:00,26382,3198542,1,NEBRASKA RURAL COMMUNITY,MORRILL,NE,
61715,12/31/17 00:00,16032,962797,2,NEBRASKA RURAL ELECTRIC ASSOCIATION,LINCOLN,NE,
65816,12/31/17 00:00,20039,942490,2,NEBRASKA STATE EMPLOYEES,Lincoln,NE,
7916,12/31/17 00:00,3691,542180,1,NECHES,PORT NECHES,TX,
67681,12/31/17 00:00,22819,688396,2,NEIGHBORHOOD,Dallas,TX,
24396,12/31/17 00:00,20397,758299,1,NEIGHBORHOOD COMMUNITY,Omaha,NE,
9229,12/31/17 00:00,4365,157481,1,NEIGHBORS,BATON ROUGE,LA,
62905,12/31/17 00:00,17155,831491,2,NEIGHBORS,Saint Louis,MO,
18847,12/31/17 00:00,9916,790486,1,NEIGHBORS 1ST,WAYNESBORO,PA,
24851,12/31/17 00:00,15117,525790,1,NEIGHBORS UNITED,GREENWOOD,SC,
6304,12/31/17 00:00,2817,840989,1,NEIMAN MARCUS GROUP EMPLOYEES,Dallas,TX,
66393,12/31/17 00:00,20615,991591,2,NEKOOSA,NEKOOSA,WI,
64859,12/31/17 00:00,19087,246796,2,NEOSHO SCHOOL EMPLOYEES,Neosho,MO,
6920,12/31/17 00:00,3139,337489,1,NEPHI WESTERN EMPLOYEES,Nephi,UT,
12334,12/31/17 00:00,6157,188186,1,NESC,METHUEN,MA,
22449,12/31/17 00:00,12584,938680,1,NESTLE (FREEHOLD) EMPLOYEES,Freehold,NJ,
4792,12/31/17 00:00,2083,17772,1,NET,Scranton,PA,
373,12/31/17 00:00,203,45971,1,NEW ALLIANCE,Ambridge,PA,
66733,12/31/17 00:00,20955,581899,2,NEW BEDFORD,NEW BEDFORD,MA,
2394,12/31/17 00:00,1118,735076,1,NEW BRUNSWICK POSTAL,NEW BRUNSWICK,NJ,
8903,12/31/17 00:00,4184,713485,1,NEW CASTLE BELLCO,NEW CASTLE,PA,
17687,12/31/17 00:00,9323,214487,1,NEW CASTLE COUNTY DELAWARE EM,New Castle,DE,
8609,12/31/17 00:00,4041,352389,1,NEW CASTLE COUNTY SCHOOL EMP,NEW CASTLE,DE,
1251,12/31/17 00:00,622,229379,1,NEW CENTURY,JOLIET,IL,
8110,12/31/17 00:00,3794,510581,1,NEW CUMBERLAND,New Cumberland,PA,
11253,12/31/17 00:00,5524,652883,1,NEW DIMENSIONS,WATERVILLE,ME,
19263,12/31/17 00:00,10142,169989,1,NEW ENGLAND,Williston,VT,
16383,12/31/17 00:00,8575,789583,1,NEW ENGLAND LEE,BOSTON,MA,
21507,12/31/17 00:00,11715,244989,1,NEW ENGLAND TEAMSTERS,ARLINGTON,MA,
4746,12/31/17 00:00,2072,14070,1,NEW HAMPSHIRE,CONCORD,NH,
66207,12/31/17 00:00,20430,67692,2,NEW HAMPSHIRE POSTAL,MANCHESTER,NH,
65809,12/31/17 00:00,20032,676197,2,NEW HAVEN COUNTY,NORTH HAVEN,CT,
65862,12/31/17 00:00,20085,738394,2,NEW HAVEN FIREFIGHTERS,NEW HAVEN,CT,
19,12/31/17 00:00,16,863773,1,NEW HAVEN TEACHERS,New Haven,CT,
60213,12/31/17 00:00,14682,443595,2,NEW HORIZON,DANVILLE,IL,
60799,12/31/17 00:00,15205,239695,2,NEW HORIZONS,Mobile,AL,
63307,12/31/17 00:00,17546,437491,2,NEW HORIZONS,CINCINNATI,OH,
9555,12/31/17 00:00,4570,80785,1,NEW JERSEY COMMUNITY,MOORESTOWN,NJ,
66130,12/31/17 00:00,20353,814690,2,NEW JERSEY LAW AND PUBLIC SAFETY,Trenton,NJ,
15063,12/31/17 00:00,7786,816881,1,NEW KENSINGTON MUNICIPAL,New Kensington,PA,
24853,12/31/17 00:00,26381,3214554,1,NEW LIFE,Philadelphia,PA,
60480,12/31/17 00:00,14918,484093,2,NEW LONDON MUNICIPAL EMPLOYEES,New London,CT,
10515,12/31/17 00:00,5129,826086,1,NEW ORLEANS CLERK & CHECKERS,METAIRIE,LA,
63008,12/31/17 00:00,17253,95190,2,NEW ORLEANS POLICE DEPARTMENT EMP.,New Orleans,LA,
1665,12/31/17 00:00,816,488176,1,NEW ORLEANS PUBLIC BELT RAILROAD,NEW ORLEANS,LA,
16858,12/31/17 00:00,8845,378585,1,NEW PILGRIM,BIRMINGHAM,AL,
24030,12/31/17 00:00,14158,757395,1,NEW RISING STAR,DETROIT,MI,
60645,12/31/17 00:00,15064,587592,2,NEW SOUTH CREDIT UNION,Knoxville,TN,
